event_message,event_type,function_id,id,level,timestamp
"Request received: {
  method: ""POST"",
  url: ""http://awuibcrmituuaailkrdl.supabase.co/chat"",
  headers: {
    accept: ""*/*"",
    ""accept-encoding"": ""gzip"",
    ""accept-language"": ""en-US,en;q=0.9"",
    apikey: ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImF3dWliY3JtaXR1dWFhaWxrcmRsIiwicm9sZSI6ImFub24iLCJpYXQiOjE3NDkzNDczODUsImV4cCI6MjA2NDkyMzM4NX0.g3shL0as1Mr-NlGiHxAKldo9Lr8MZN5SXGeKYYauP8I"",
    authorization: ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImF3dWliY3JtaXR1dWFhaWxrcmRsIiwicm9sZSI6ImFub24iLCJpYXQiOjE3NDkzNDczODUsImV4cCI6MjA2NDkyMzM4NX0.g3shL0as1Mr-NlGiHxAKldo9Lr8MZN5SXGeKYYauP8I"",
    ""cdn-loop"": ""cloudflare; loops=1; subreqs=1"",
    ""cf-connecting-ip"": ""68.23.70.141"",
    ""cf-ew-via"": ""15"",
    ""cf-ray"": ""94ddb50ed6e6bf98-ATL"",
    ""cf-visitor"": '{""scheme"":""https""}',
    ""cf-worker"": ""supabase.co"",
    ""content-length"": ""8522"",
    ""content-type"": ""application/json"",
    host: ""edge-runtime.supabase.com"",
    origin: ""http://localhost:8080"",
    priority: ""u=1, i"",
    referer: ""http://localhost:8080/"",
    ""sec-ch-ua"": '""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""',
    ""sec-ch-ua-mobile"": ""?0"",
    ""sec-ch-ua-platform"": '""macOS""',
    ""sec-fetch-dest"": ""empty"",
    ""sec-fetch-mode"": ""cors"",
    ""sec-fetch-site"": ""cross-site"",
    ""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"",
    ""x-amzn-trace-id"": ""Root=1-6848eb1c-3428d70b23d02f860acbddcb"",
    ""x-client-info"": ""supabase-js-web/2.50.0"",
    ""x-forwarded-for"": ""68.23.70.141,68.23.70.141, 99.83.101.75"",
    ""x-forwarded-port"": ""443"",
    ""x-forwarded-proto"": ""https""
  }
}
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,b6c19966-2b6d-4257-8846-3e2f70f478c8,log,1749609244712369
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,c9c06bad-1290-4828-a869-8baf4d1f6ffe,log,1749609244712158
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,5af0f513-c66b-4249-b646-9bd9bfd643a9,log,1749609244711923
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,2474d20b-ba2c-4757-a92e-0514ec2d50d8,log,1749609202843813
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,e90ca67a-5603-4eba-9be3-9a592518f3d3,log,1749609078584883
booted (time: 22ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,7705f5c6-177b-4142-8259-8fa818b9c2bb,log,1749609078584685
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,41bf7fc5-52c1-4f17-8c6c-613872e2f8f1,log,1749609060453380
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,7f7ea69e-1a22-42a6-8dda-7794cb32798e,log,1749609003051499
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,b6a61e1d-0557-41f7-9114-a549db206783,log,1749609003051248
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,fb6849c8-922f-4889-bc35-588d6a7c1009,log,1749608860318572
booted (time: 21ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,55683a9e-8be9-4023-8e5b-cc20a7722ce0,log,1749608860318353
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,0cb4d2ca-85bf-440f-b63d-e0e864393209,log,1749608761862155
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,ecc8a4fc-1a9c-476a-9e81-8f1fab18d610,log,1749608561820709
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,82926ca4-f476-4b3d-8687-a64f7ba91606,log,1749608561820499
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,d0e44f8e-73cc-4bab-a9d4-85b3b025dd7f,log,1749608346840295
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,60ffaaa2-4a63-44dc-9435-feea12f081f8,log,1749608263132221
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,b88d4870-b341-4cd5-a369-f44f9b1f4dc5,log,1749608182652843
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,9c939d3f-d1ee-4eda-b0d1-0db0349161f3,log,1749608146831359
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,b3aa7666-b284-4d34-b154-e52ce49ea954,log,1749608146831155
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,c9e91af1-38e9-4dc8-902a-bb847acdfa59,log,1749608084979001
shutdown,Shutdown,3122e38f-8b5a-44b3-a721-4038855f378f,0224463b-9b94-4e13-815a-5910aef88dd2,log,1749608081743593
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,b0da7bc5-e847-47dc-a35a-816369af8b27,log,1749608063082416
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,d5fef6bc-0636-4871-a794-46dfdfc1c9be,log,1749608063082216
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,d809345f-153a-4205-85f2-f1ccb6ee65a0,log,1749607982620080
booted (time: 20ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,af008d17-472e-4957-8328-17594733dfbc,log,1749607982619858
"Error in chat function: Error: 404 {""type"":""error"",""error"":{""type"":""not_found_error"",""message"":""model: claude-3-sonnet-20240229""}}
    at s.generate (https://esm.sh/@anthropic-ai/sdk@0.18.0/es2022/error.mjs:2:549)
    at o.makeStatusError (https://esm.sh/@anthropic-ai/sdk@0.18.0/es2022/core.mjs:4:4473)
    at o.makeRequest (https://esm.sh/@anthropic-ai/sdk@0.18.0/es2022/core.mjs:4:5371)
    at eventLoopTick (ext:core/01_core.js:168:7)
    at async Server.<anonymous> (file:///tmp/user_fn_awuibcrmituuaailkrdl_3122e38f-8b5a-44b3-a721-4038855f378f_1/source/index.ts:161:22)
    at async #respond (https://deno.land/std@0.177.0/http/server.ts:220:18) {
  status: 404,
  headers: {
    ""anthropic-organization-id"": ""c925f450-6c6a-4414-a993-beb7b5d907cb"",
    ""cf-cache-status"": ""DYNAMIC"",
    ""cf-ray"": ""94dd93c5f8bfe645-IAD"",
    ""content-type"": ""application/json"",
    date: ""Wed, 11 Jun 2025 02:11:20 GMT"",
    ""request-id"": ""req_011CQ1d4GNKWanS274vYetpi"",
    server: ""cloudflare"",
    ""strict-transport-security"": ""max-age=31536000; includeSubDomains; preload"",
    via: ""1.1 google"",
    ""x-robots-tag"": ""none"",
    ""x-should-retry"": ""false""
  },
  error: {
    type: ""error"",
    error: {
      type: ""not_found_error"",
      message: ""model: claude-3-sonnet-20240229""
    }
  }
}
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,49780b56-6f63-4dcc-8fcf-9b53b5e21509,error,1749607884925880
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,21bcbf5b-1b04-4cf3-abd8-67cf95456251,log,1749607884921550
booted (time: 22ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,4a9ba75e-8e36-4a28-8ed1-180e79d9d88c,log,1749607884921389
"Listening on http://localhost:9999/
",Log,3122e38f-8b5a-44b3-a721-4038855f378f,57d6ea5e-0603-4700-a852-a73a6ebc5476,log,1749607881692580
booted (time: 21ms),Boot,3122e38f-8b5a-44b3-a721-4038855f378f,789b4980-5b51-487a-a328-1c8198ddd38a,log,1749607881692367
